"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","METHOD-SELECTION-TESTS.15","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","9000","hyperon-mettalog_sanity.coerce_tests","","Sat Dec 21 23:00:07 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","4","D2-HIGHERFUNC.01","","Sat Dec 21 23:00:16 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","97","SPACE-INTERSECTION-TESTS.06","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","OUTPUT-LOAD-TESTS.04","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","8000","hyperon-mettalog_sanity.hyperpose_tests","","Sat Dec 21 23:00:07 GMT 2024","passed","Sat Dec 21 23:00:15 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","24","INDEX-MIN-FUNCTIONS-EXTRA-2.06","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","9000","hyperon-mettalog_sanity.max_time_tests","","Sat Dec 21 23:00:07 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","1","AUTO-COERCE.42","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","C1-GROUNDED-BASIC.09","","Sat Dec 21 23:00:16 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","CALL-TESTS.07","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","B5-TYPES-PRELIM.03","","Sat Dec 21 23:00:16 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","3","UNIFY-TRUE-FALSE.02","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","UNIFY-TRUE-FALSE.16","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","45","AUTO-COERCE.44","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","89","INDEX-MIN-FUNCTIONS-EXTRA-3.47","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","44","RUST-TESTS.02","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","1","SEQUENTIAL-NESTED.12","","Sat Dec 21 23:21:22 GMT 2024","passed","Sat Dec 21 23:21:22 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","1","STATES-SPACES.02","","Sat Dec 21 23:21:22 GMT 2024","passed","Sat Dec 21 23:21:22 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","77","SEQUENTIAL-NESTED.01","","Sat Dec 21 23:21:22 GMT 2024","passed","Sat Dec 21 23:21:22 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","2","MATCH-SUPERPOSED-SPACES.02","","Sat Dec 21 23:21:22 GMT 2024","passed","Sat Dec 21 23:21:22 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","2","XOR-TEST.02","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","SORTING-TESTS.06","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","UNIFY-TRUE-FALSE.20","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","124","SEQUENTIAL-NESTED.04","","Sat Dec 21 23:21:22 GMT 2024","passed","Sat Dec 21 23:21:22 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","71","BASE-TEST-REPR-PARSE-INTERSECTION.02","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","75","TYPE-CHECKING-SYMBOL-HE-673.09","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","00-LANG-CASE.18","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","1","EVAL-FOR-TESTS.07","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","4","DUPLICATION-SEMANTICS-HE-798.05","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","COERCE-TESTS.09","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","6","TYPE-FILTERING-TESTS.18","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","9000","hyperon-experimental_scripts.a1_symbols","","Sat Dec 21 23:00:07 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","D1-GADT.06","","Sat Dec 21 23:00:16 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","58","RUST-TESTS.01","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","33","INDEX-MIN-FUNCTIONS-EXTRA-1.01","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","9000","hyperon-mettalog_sanity.or_test","","Sat Dec 21 23:00:07 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","MINIMAL-METTA-TESTS.03","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","TYPES2.02","","Sat Dec 21 23:21:22 GMT 2024","passed","Sat Dec 21 23:21:22 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","3","C1-GROUNDED-BASIC.08","","Sat Dec 21 23:00:16 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","B1-EQUAL-CHAIN.06","","Sat Dec 21 23:00:16 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","36","D5-AUTO-TYPES.03","","Sat Dec 21 23:00:16 GMT 2024","failed","Sat Dec 21 23:00:16 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","D4-TYPE-PROP.04","","Sat Dec 21 23:00:16 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","32","INDEX-MIN-FUNCTIONS-EXTRA-2.42","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","OR-TEST.16","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","45","B5-TYPES-PRELIM.24","","Sat Dec 21 23:00:16 GMT 2024","failed","Sat Dec 21 23:00:16 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","40000","synth_buffer.time_synthesize_long","","Sat Dec 21 23:00:07 GMT 2024","failed","Sat Dec 21 23:00:47 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","9000","metta-morph_tests.let_superpose_list2","","Sat Dec 21 23:00:07 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","99","EVAL-FOR-TESTS.12","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","60","MATH-HYPHEN-FUNCTIONS.15","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","SUPERCOLLAPSE.08","","Sat Dec 21 23:21:22 GMT 2024","passed","Sat Dec 21 23:21:22 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","79","WHAT-EVALS-OR-NOT.09","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","UNIQUE-TEST.09","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","9000","hyperon-experimental_scripts.b2_backchain","","Sat Dec 21 23:00:07 GMT 2024","passed","Sat Dec 21 23:00:16 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","3","AUTO-COERCE.40","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","COERCE-TESTS.16","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","8000","hyperon-mettalog_sanity.xor_test","","Sat Dec 21 23:00:07 GMT 2024","passed","Sat Dec 21 23:00:15 GMT 2024","","WHOLE-TESTS","WHOLE-TESTS",""
"","1","COERCE-TESTS.10","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","1","MATCH-VOID.05","","Sat Dec 21 23:21:22 GMT 2024","passed","Sat Dec 21 23:21:22 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","66","MINIMAL-METTA-TESTS.12","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","86","D2-HIGHERFUNC.18","","Sat Dec 21 23:00:16 GMT 2024","failed","Sat Dec 21 23:00:16 GMT 2024","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","2","LET-SUPERPOSE-IF-CASE.02","","Sat Dec 21 23:21:22 GMT 2024","passed","Sat Dec 21 23:21:22 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","1","INDEX-MIN-FUNCTIONS-EXTRA-1.37","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","103","METHOD-SELECTION-TESTS.06","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","MINIMAL-METTA-TESTS.46","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","1","HYPERPOSE.07","","Sat Dec 21 23:21:22 GMT 2024","passed","Sat Dec 21 23:21:22 GMT 2024","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","122","TYPE-CHECKING-SYMBOL-HE-673.02","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","202","TIME-SYNTHESIZE-LONG.03","","Sat Dec 21 23:16:55 GMT 2024","failed","Sat Dec 21 23:16:55 GMT 2024","","SYNTH-BUFFER","SYNTH-BUFFER",""
"","1","AUTO-COERCE.39","","Sat Dec 21 23:03:59 GMT 2024","passed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","29","MINIMAL-METTA-TESTS.49","","Sat Dec 21 23:03:59 GMT 2024","failed","Sat Dec 21 23:03:59 GMT 2024","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
