"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","FC-XP.15","","Fri Jan 24 01:54:20 GMT 2025","passed","Fri Jan 24 01:54:20 GMT 2025","","FORWARD-CHAINING","FORWARD-CHAINING",""
"","3","FLIP-TEST.02","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","8000","hyperon-mettalog_sanity.inherit_or_not_tests","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:15 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","CHAPTER-1-2.15","","Fri Jan 24 01:29:22 GMT 2025","passed","Fri Jan 24 01:29:22 GMT 2025","","SICP-BOOK","SICP-BOOK",""
"","2","OR-TEST.18","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","CHAPTER-2-2.21","","Fri Jan 24 01:29:22 GMT 2025","passed","Fri Jan 24 01:29:22 GMT 2025","","SICP-BOOK","SICP-BOOK",""
"","9000","hyperon-mettalog_sanity.catch_throw_tests_mw","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","1","CHAPTER-1-1.15","","Fri Jan 24 01:29:22 GMT 2025","passed","Fri Jan 24 01:29:22 GMT 2025","","SICP-BOOK","SICP-BOOK",""
"","3","INTERSECTION-TESTS.04","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","11","E3-MATCH-STATES.03","","Fri Jan 24 02:37:26 GMT 2025","failed","Fri Jan 24 02:37:26 GMT 2025","","PEASY","PEASY",""
"","2","PROB-DEP-TYPES.03","","Fri Jan 24 01:26:25 GMT 2025","passed","Fri Jan 24 01:26:25 GMT 2025","","PROB-DEP-TYPES","PROB-DEP-TYPES",""
"","2","OUTPUT-LOAD-TESTS.04","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","B5-TYPES-PRELIM.12","","Fri Jan 24 01:41:54 GMT 2025","passed","Fri Jan 24 01:41:54 GMT 2025","","CHECK-TYPES-TEMP","CHECK-TYPES-TEMP",""
"","1","INF-ORDER-PROBS.10","","Fri Jan 24 01:26:25 GMT 2025","passed","Fri Jan 24 01:26:25 GMT 2025","","PROB-DEP-TYPES","PROB-DEP-TYPES",""
"","42","CHAPTER-2-4.06","","Fri Jan 24 01:29:22 GMT 2025","failed","Fri Jan 24 01:29:22 GMT 2025","","SICP-BOOK","SICP-BOOK",""
"","36","INHERIT-TYPES-FROM-IF.05","","Fri Jan 24 02:48:45 GMT 2025","failed","Fri Jan 24 02:48:45 GMT 2025","","TYPES","TYPES",""
"","4","LAMBDA-ABSTRACTION.13","","Fri Jan 24 02:00:02 GMT 2025","passed","Fri Jan 24 02:00:02 GMT 2025","","LAMBDA-ABSTRACTION","LAMBDA-ABSTRACTION",""
"","4","HYPERPOSING.07","","Fri Jan 24 02:59:47 GMT 2025","passed","Fri Jan 24 02:59:47 GMT 2025","","BASIC","BASIC",""
"","3","LISTTEST.07","","Fri Jan 24 01:48:23 GMT 2025","passed","Fri Jan 24 01:48:23 GMT 2025","","COMMON","COMMON",""
"","1","NQUEENS-TEST-FAST-BOTH.13","","Fri Jan 24 02:37:16 GMT 2025","passed","Fri Jan 24 02:37:16 GMT 2025","","NQUEENS","NQUEENS",""
"","3","CHAPTER-2-2.19","","Fri Jan 24 01:29:22 GMT 2025","passed","Fri Jan 24 01:29:22 GMT 2025","","SICP-BOOK","SICP-BOOK",""
"","2","FORWARD-CHAINER-XP.11","","Fri Jan 24 01:53:53 GMT 2025","passed","Fri Jan 24 01:53:53 GMT 2025","","FORWARD-CHAINER","FORWARD-CHAINER",""
"","3","00A-LANG-COMPILED-CASE.01","","Fri Jan 24 02:41:36 GMT 2025","passed","Fri Jan 24 02:41:36 GMT 2025","","PREVIOUS","PREVIOUS",""
"","40000","program-verification.NatParityTest","","Fri Jan 24 00:35:07 GMT 2025","failed","Fri Jan 24 00:35:47 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","1","BACKWARD-CHAINER-XP.22","","Fri Jan 24 01:47:59 GMT 2025","passed","Fri Jan 24 01:47:59 GMT 2025","","BACKWARD-CHAINER","BACKWARD-CHAINER",""
"","2","CHAPTER-2-2.16","","Fri Jan 24 01:29:22 GMT 2025","passed","Fri Jan 24 01:29:22 GMT 2025","","SICP-BOOK","SICP-BOOK",""
"","48","OBIF-EASY.01","","Fri Jan 24 02:57:23 GMT 2025","failed","Fri Jan 24 02:57:23 GMT 2025","","MULTIDIRECTIONAL","MULTIDIRECTIONAL",""
"","3","BC-XP.21","","Fri Jan 24 01:48:11 GMT 2025","passed","Fri Jan 24 01:48:11 GMT 2025","","BACKWARD-CHAINING","BACKWARD-CHAINING",""
"","11000","hyperon-mettalog_sanity.sorting_tests","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:18 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","4","SUBTRACTION-TEST.01","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","4","SEND-MORE.01","","Fri Jan 24 02:52:26 GMT 2025","passed","Fri Jan 24 02:52:26 GMT 2025","","BIDIRECTIONAL-COMPUTATION","BIDIRECTIONAL-COMPUTATION",""
"","2","NQUEENS-TEST-FAST-BOTH.09","","Fri Jan 24 02:37:16 GMT 2025","passed","Fri Jan 24 02:37:16 GMT 2025","","NQUEENS","NQUEENS",""
"","36","TESTS1.09","","Fri Jan 24 02:18:55 GMT 2025","failed","Fri Jan 24 02:18:55 GMT 2025","","PREV","PREV",""
"","101","ADD-REMOVE-MATCH-STRINGS.06","","Fri Jan 24 01:17:09 GMT 2025","failed","Fri Jan 24 01:17:09 GMT 2025","","SPACES","SPACES",""
"","32","TRUTHVALUETEST.04","","Fri Jan 24 01:50:12 GMT 2025","failed","Fri Jan 24 01:50:12 GMT 2025","","TRUTHVALUE","TRUTHVALUE",""
"","4","A2-OPENCOGGY.01","","Fri Jan 24 00:35:16 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","5","FUNCTIONAL-PROGRAMMING-TESTS.01","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","63","TESTS2.16","","Fri Jan 24 02:14:51 GMT 2025","failed","Fri Jan 24 02:14:51 GMT 2025","","NARS-V0","NARS-V0",""
"","437","IBC-XP.08","","Fri Jan 24 02:31:26 GMT 2025","passed","Fri Jan 24 02:31:26 GMT 2025","","MORE-IMPORTANT","MORE-IMPORTANT",""
"","3","01-LANG-INC.02","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","Y-COMB-EXAMPLES.03","","Fri Jan 24 01:22:19 GMT 2025","passed","Fri Jan 24 01:22:19 GMT 2025","","COMBINATOR-CALCULI","COMBINATOR-CALCULI",""
"","16","INDEX-MIN-FUNCTIONS-EXTRA-1.17","","Fri Jan 24 00:39:58 GMT 2025","failed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","3","SUBTRACTION-TEST.04","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","4","CATCH-THROW-TESTS.03","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","16","TEST-INFER-FUNCTION-APPLICATION-TYPE.06","","Fri Jan 24 02:59:47 GMT 2025","failed","Fri Jan 24 02:59:47 GMT 2025","","BASIC","BASIC",""
"","2","STDLIB-METTALOG-TEST.26","","Fri Jan 24 01:19:22 GMT 2025","passed","Fri Jan 24 01:19:22 GMT 2025","","STDLIB-METTALOG","STDLIB-METTALOG",""
"","3","B4-NONDETERM.06","","Fri Jan 24 02:37:26 GMT 2025","passed","Fri Jan 24 02:37:26 GMT 2025","","PEASY","PEASY",""
"","3","INTERSECTION-TESTS.12","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","125","TESTS0.01","","Fri Jan 24 02:14:51 GMT 2025","passed","Fri Jan 24 02:14:51 GMT 2025","","NARS-V0","NARS-V0",""
"","9000","basic.pathfinding-hard-f","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","4","FISH-RIDDLE-1-NO-STATES.01","","Fri Jan 24 02:21:52 GMT 2025","passed","Fri Jan 24 02:21:52 GMT 2025","","IMPORTANT","IMPORTANT",""
"","4","COINS.01","","Fri Jan 24 02:59:47 GMT 2025","passed","Fri Jan 24 02:59:47 GMT 2025","","BASIC","BASIC",""
"","2","UNIFY-TRUE-FALSE.34","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","9000","hyperon-mettalog_sanity.car_atom_bug_he_621","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","1","CURRY.07","","Fri Jan 24 01:50:23 GMT 2025","passed","Fri Jan 24 01:50:23 GMT 2025","","CONVERTERS","CONVERTERS",""
"","4","A1-SYMBOLS.03","","Fri Jan 24 02:37:26 GMT 2025","passed","Fri Jan 24 02:37:26 GMT 2025","","PEASY","PEASY",""
"","2","BACKWARD-CHAINER-XP.09","","Fri Jan 24 01:47:59 GMT 2025","passed","Fri Jan 24 01:47:59 GMT 2025","","BACKWARD-CHAINER","BACKWARD-CHAINER",""
"","35","ADD-REMOVE-MATCH-S-SYMBOLS.10","","Fri Jan 24 01:17:09 GMT 2025","failed","Fri Jan 24 01:17:09 GMT 2025","","SPACES","SPACES",""
"","3","00A-LANG-COMPILED-CASE.05","","Fri Jan 24 02:41:36 GMT 2025","passed","Fri Jan 24 02:41:36 GMT 2025","","PREVIOUS","PREVIOUS",""
"","2","AUTO-COERCE.11","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","8000","bidirectional_computation.fish-riddle","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:15 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","3327","QUERIES.30","","Fri Jan 24 01:33:18 GMT 2025","passed","Fri Jan 24 01:33:21 GMT 2025","","STRIPS-TO-METTA-IMPROVED","STRIPS-TO-METTA-IMPROVED",""
"","4","SORTING-TESTS-NATS.38","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","SUPERPOSE-NESTED.02","","Fri Jan 24 02:33:40 GMT 2025","passed","Fri Jan 24 02:33:40 GMT 2025","","MORPH","MORPH",""
"","33","INDEX-MIN-FUNCTIONS-EXTRA-2.15","","Fri Jan 24 00:39:58 GMT 2025","failed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","40000","previous.compiler_walkthru","","Fri Jan 24 00:35:07 GMT 2025","failed","Fri Jan 24 00:35:47 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","238","CALCULI-CONVERTER.26","","Fri Jan 24 01:54:32 GMT 2025","failed","Fri Jan 24 01:54:32 GMT 2025","","HOL","HOL",""
"","2","CALCULI-CONVERTER.63","","Fri Jan 24 01:50:23 GMT 2025","passed","Fri Jan 24 01:50:23 GMT 2025","","CONVERTERS","CONVERTERS",""
"","6","INDEX-MIN-FUNCTIONS-EXTRA-1.39","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","9000","metta-morph_tests.multifunction","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","9000","chaining.backward_chain","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","650","IOIOIOI.03","","Fri Jan 24 02:57:23 GMT 2025","passed","Fri Jan 24 02:57:23 GMT 2025","","MULTIDIRECTIONAL","MULTIDIRECTIONAL",""
"","131","TUPLE-TYPE-CHECKING-HE-669.01","","Fri Jan 24 00:39:58 GMT 2025","failed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","9000","spaces.add-remove-match-ss-symbols","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","3","B2-BACKCHAIN.05","","Fri Jan 24 02:37:26 GMT 2025","passed","Fri Jan 24 02:37:26 GMT 2025","","PEASY","PEASY",""
"","3","CURRIED-CHAINER.06","","Fri Jan 24 01:51:17 GMT 2025","passed","Fri Jan 24 01:51:17 GMT 2025","","CURRIED-CHAINING","CURRIED-CHAINING",""
"","18000","new.tests4","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:25 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","B3-DIRECT.03","","Fri Jan 24 02:37:26 GMT 2025","passed","Fri Jan 24 02:37:26 GMT 2025","","PEASY","PEASY",""
"","3","IBC-XP.11","","Fri Jan 24 01:59:19 GMT 2025","passed","Fri Jan 24 01:59:19 GMT 2025","","ITERATIVE-CHAINING","ITERATIVE-CHAINING",""
"","3","NQUEENS-TEST-LET-STAR.08","","Fri Jan 24 02:37:16 GMT 2025","passed","Fri Jan 24 02:37:16 GMT 2025","","NQUEENS","NQUEENS",""
"","2","TEST-IF-CLOSED.06","","Fri Jan 24 02:49:55 GMT 2025","passed","Fri Jan 24 02:49:55 GMT 2025","","WALK-THRU","WALK-THRU",""
"","2","XOR-TEST.08","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","132","D5-AUTO-TYPES.04","","Fri Jan 24 01:43:01 GMT 2025","failed","Fri Jan 24 01:43:01 GMT 2025","","CHECK-TYPES","CHECK-TYPES",""
"","12000","peasy.b5_types_prelim","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:19 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","SORTING-TESTS.15","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","9000","hyperon-mettalog_sanity.type_checking_symbol_he_673","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","03-SORING-VIA-INSERT.05","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","16","TEST-INFER-FUNCTION-APPLICATION-TYPE.04","","Fri Jan 24 02:59:47 GMT 2025","failed","Fri Jan 24 02:59:47 GMT 2025","","BASIC","BASIC",""
"","4","B5-TYPES-PRELIM.03","","Fri Jan 24 02:37:26 GMT 2025","passed","Fri Jan 24 02:37:26 GMT 2025","","PEASY","PEASY",""
"","40000","iterators.combined","","Fri Jan 24 00:35:07 GMT 2025","failed","Fri Jan 24 00:35:47 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","AUTO-COERCE.20","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","2","C2-SPACES.05","","Fri Jan 24 00:34:58 GMT 2025","passed","Fri Jan 24 00:34:58 GMT 2025","","MODULE-SYSTEM","MODULE-SYSTEM",""
"","3","CALCULI-CONVERTER.13","","Fri Jan 24 01:50:23 GMT 2025","passed","Fri Jan 24 01:50:23 GMT 2025","","CONVERTERS","CONVERTERS",""
"","191","TESTS1.06","","Fri Jan 24 02:18:55 GMT 2025","failed","Fri Jan 24 02:18:55 GMT 2025","","PREV","PREV",""
"","2","F1-MODULEA.08","","Fri Jan 24 00:35:16 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","117","TOO-EAGER-MATH.01","","Fri Jan 24 02:59:21 GMT 2025","passed","Fri Jan 24 02:59:21 GMT 2025","","POSSIBLY-WRONG","POSSIBLY-WRONG",""
"","2","BACKWARD-CHAINER-XP.25","","Fri Jan 24 01:47:59 GMT 2025","passed","Fri Jan 24 01:47:59 GMT 2025","","BACKWARD-CHAINER","BACKWARD-CHAINER",""
"","9000","hyperon-mettalog_sanity.idiomatic_negation_and_set_difference_he_805","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","2","PLN-STV.02","","Fri Jan 24 01:06:01 GMT 2025","passed","Fri Jan 24 01:06:01 GMT 2025","","CHAINING","CHAINING",""
"","29","INDEX-MIN-FUNCTIONS-EXTRA-2.13","","Fri Jan 24 00:39:58 GMT 2025","failed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","264","INDEX-MIN-FUNCTIONS-EXTRA-2.26","","Fri Jan 24 00:39:58 GMT 2025","failed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","11128","CLASSICAL.01","","Fri Jan 24 01:24:32 GMT 2025","passed","Fri Jan 24 01:24:43 GMT 2025","","FIZZBUZZ","FIZZBUZZ",""
"","2","00A-LANG-COMPILED-CASE.04","","Fri Jan 24 02:41:36 GMT 2025","passed","Fri Jan 24 02:41:36 GMT 2025","","PREVIOUS","PREVIOUS",""
"","4","IFC-XP.10","","Fri Jan 24 01:59:19 GMT 2025","passed","Fri Jan 24 01:59:19 GMT 2025","","ITERATIVE-CHAINING","ITERATIVE-CHAINING",""
"","9000","hyperon-mettalog_sanity.structure-tests","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","84","NONDETERM.01","","Fri Jan 24 01:18:53 GMT 2025","passed","Fri Jan 24 01:18:53 GMT 2025","","STD","STD",""
"","56","MINIMAL-METTA-TESTS.09","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","134","HYPERON-EXPERIMENTAL-ISSUE-492.01","","Fri Jan 24 02:53:23 GMT 2025","failed","Fri Jan 24 02:53:23 GMT 2025","","DEBUGGING","DEBUGGING",""
"","9000","std.get-atoms-test","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","4","TYPES.01","","Fri Jan 24 01:01:06 GMT 2025","passed","Fri Jan 24 01:01:06 GMT 2025","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","3","CALCULI-CONVERTER.11","","Fri Jan 24 01:50:23 GMT 2025","passed","Fri Jan 24 01:50:23 GMT 2025","","CONVERTERS","CONVERTERS",""
"","12000","metta-morph_tests.minnars","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:19 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","3","HYPERPOSING-UNSHARED.06","","Fri Jan 24 02:59:47 GMT 2025","passed","Fri Jan 24 02:59:47 GMT 2025","","BASIC","BASIC",""
"","10000","hyperon-experimental_scripts.b4_nondeterm","","Fri Jan 24 00:35:07 GMT 2025","passed","Fri Jan 24 00:35:17 GMT 2025","","WHOLE-TESTS","WHOLE-TESTS",""
"","27","STDLIB-METTALOG-TEST-PT2.03","","Fri Jan 24 01:19:22 GMT 2025","failed","Fri Jan 24 01:19:22 GMT 2025","","STDLIB-METTALOG","STDLIB-METTALOG",""
"","5","HYPERPOSE.01","","Fri Jan 24 01:01:06 GMT 2025","passed","Fri Jan 24 01:01:06 GMT 2025","","METTA-MORPH-TESTS","METTA-MORPH-TESTS",""
"","3","C3-PLN-STV.05","","Fri Jan 24 00:35:16 GMT 2025","passed","Fri Jan 24 00:35:16 GMT 2025","","HYPERON-EXPERIMENTAL-SCRIPTS","HYPERON-EXPERIMENTAL-SCRIPTS",""
"","48","CHAPTER-1-3.08","","Fri Jan 24 01:29:22 GMT 2025","failed","Fri Jan 24 01:29:22 GMT 2025","","SICP-BOOK","SICP-BOOK",""
"","2","03-SORING-VIA-INSERT.03","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
"","152","LET-EVAL.01","","Fri Jan 24 02:42:53 GMT 2025","failed","Fri Jan 24 02:42:53 GMT 2025","","SANITY","SANITY",""
"","4","ADD-REMOVE-MATCH-S-SYMBOLS.08","","Fri Jan 24 01:17:09 GMT 2025","passed","Fri Jan 24 01:17:09 GMT 2025","","SPACES","SPACES",""
"","3","AUTO-COERCE.49","","Fri Jan 24 00:39:58 GMT 2025","passed","Fri Jan 24 00:39:58 GMT 2025","","HYPERON-METTALOG-SANITY","HYPERON-METTALOG-SANITY",""
